553460400,2141,2068,1123,2084,2080,902,468,2096,1996
553621218,2143,2069,1122,2085,2081,902,468,2095,1996
553779657,2144,2071,1119,2083,2081,902,470,2094,1996
553939233,2144,2073,1120,2082,2082,908,468,2092,1995
554098831,2141,2066,1119,2084,2081,904,469,2094,1996
554258451,2144,2069,1117,2085,2081,903,468,2094,1997
554418051,2143,2069,1124,2089,2084,904,468,2092,1998
554577651,2146,2069,1121,2084,2082,904,469,2094,1997
554737257,2144,2064,1120,2084,2081,903,469,2093,1997
554896861,2142,2067,1121,2082,2082,904,468,2093,1997
555056451,2141,2068,1118,2084,2082,904,468,2093,1997
555216051,2143,2071,1122,2083,2081,902,467,2093,1997
555375660,2146,2071,1122,2083,2080,904,468,2093,1998
555535251,2144,2068,1122,2084,2081,903,467,2094,1996
555694851,2145,2068,1121,2083,2081,904,468,2094,1996
555854457,2142,2067,1126,2083,2081,904,469,2094,1997
556014376,2149,2070,1120,2084,2082,902,469,2095,1995
556173657,2141,2073,1120,2083,2081,902,467,2094,1996
556333251,2144,2069,1119,2084,2080,902,467,2095,1995
556493005,2143,2068,1119,2084,2081,902,468,2094,1995
556652457,2143,2069,1119,2083,2082,902,468,2093,1996
556812061,2141,2068,1117,2085,2080,906,468,2095,1996
556971657,2146,2069,1123,2083,2080,903,468,2093,1995
557131257,2142,2068,1119,2085,2081,903,469,2094,1995
557291014,2144,2072,1122,2083,2083,904,468,2093,1996
557450512,2141,2070,1119,2084,2081,903,469,2095,1997
557610057,2142,2071,1121,2083,2080,902,468,2094,1995
557769657,2140,2072,1116,2084,2081,903,468,2095,1995
557929251,2146,2069,1121,2085,2080,903,467,2091,1997
558088857,2142,2073,1119,2083,2081,904,468,2094,1995
558248451,2142,2070,1123,2086,2080,902,468,2094,1995
558408051,2143,2073,1118,2085,2080,905,466,2095,1995
558567657,2139,2069,1120,2086,2081,903,468,2093,1995
558727261,2141,2070,1122,2083,2080,902,469,2093,1996
558886851,2140,2069,1119,2083,2080,903,468,2095,1996
559046457,2141,2072,1119,2086,2080,903,468,2094,1996
559206380,2143,2068,1122,2082,2081,903,469,2095,1995
559365600,2141,2068,1124,2083,2080,903,469,2095,1997
559525205,2147,2072,1119,2083,2081,902,469,2094,1995
559684952,2144,2069,1125,2087,2081,902,468,2094,1995
559844398,2144,2072,1117,2084,2082,903,467,2093,1995
560003998,2141,2070,1121,2085,2081,904,467,2094,1995
560163600,2137,2068,1121,2086,2080,902,469,2095,1997
560323200,2144,2068,1119,2084,2081,902,468,2095,1996
560482823,2142,2069,1121,2084,2080,903,468,2094,1995
560642400,2144,2072,1119,2085,2082,903,469,2094,1997
560802013,2144,2076,1122,2083,2080,902,467,2094,1995
560961613,2144,2064,1117,2084,2080,903,467,2095,1995
561121213,2143,2071,1120,2083,2081,902,467,2095,1996
561280892,2144,2070,1119,2083,2081,903,468,2094,1996
561440423,2141,2069,1121,2084,2080,902,467,2094,1996
561600013,2143,2069,1119,2083,2080,902,468,2095,1995
561759613,2143,2072,1120,2086,2081,903,467,2095,1995
561922431,2140,2070,1121,2082,2079,904,469,2095,1997
562078926,2143,2068,1125,2085,2080,903,470,2095,1996
562238457,2142,2070,1121,2083,2082,904,469,2094,1996
562398393,2144,2070,1119,2085,2081,904,468,2094,1996
562557651,2143,2072,1120,2072,2083,902,468,2092,1996
562717262,2142,2070,1117,2084,2081,903,467,2096,1997
562876987,2142,2072,1122,2082,2081,906,468,2096,1997
563036434,2145,2071,1119,2080,2081,902,469,2094,1997
563196033,2143,2074,1121,2080,2081,902,468,2095,1996
563355657,2141,2071,1118,2084,2081,903,468,2094,1996
563515231,2142,2066,1123,2087,2080,903,469,2093,1997
563674851,2143,2071,1123,2084,2082,903,468,2095,1996
563834457,2142,2069,1122,2084,2083,903,469,2092,1996
563994057,2144,2068,1121,2085,2081,903,468,2093,1996
564153661,2140,2067,1120,2083,2080,903,468,2094,1996
564313251,2144,2070,1121,2081,2081,903,467,2093,1996
564472861,2142,2068,1118,2083,2080,904,468,2095,1996
564632474,2140,2070,1122,2081,2080,903,468,2096,1996
564792061,2141,2070,1117,2086,2080,904,468,2095,1996
564951657,2143,2069,1124,2084,2080,903,468,2094,1995
565111257,2142,2069,1120,2083,2081,902,468,2092,1997
565270851,2145,2070,1123,2085,2082,902,469,2095,1996
565430461,2142,2067,1120,2084,2080,904,468,2093,1996
565590580,2145,2068,1120,2082,2080,903,468,2095,1997
565749657,2144,2070,1120,2085,2080,902,468,2094,1995
565909251,2140,2069,1120,2084,2080,903,467,2094,1995
566069129,2142,2073,1121,2085,2083,902,468,2094,1996
566228457,2141,2071,1119,2085,2081,903,468,2093,1995
566388031,2141,2073,1120,2083,2080,903,468,2095,1996
566547631,2142,2071,1120,2082,2080,904,468,2095,1996
566708538,2146,2073,1122,2085,2081,903,468,2094,1996
566866857,2140,2069,1118,2083,2081,903,468,2094,1996
567026451,2144,2072,1122,2085,2082,903,467,2094,1995
